village_id,name,state,lat,lon,elevation_m,temp_c,eto_mm_day,rainfall_jjas_mm,inside_validated_band
ka.geojson:18726,Myakalzeri,KA,15.77305,76.00531,694.9,24.63,3.61,318.4,False
ka.geojson:18727,Kuntoji,KA,15.75736,75.99745,731.3,24.39,3.59,318.5,False
ka.geojson:18728,Vadegol,KA,15.7664,75.98127,726.9,24.42,3.59,318.5,False
ka.geojson:18729,Bevinakatti,KA,15.76176,75.88108,580.9,25.37,3.67,318.7,False
ka.geojson:18730,Benachamatti,KA,15.75528,76.01619,683.8,24.7,3.62,318.5,False
ka.geojson:18731,Madaguniki,KA,15.74296,75.44886,582.5,25.16,3.59,324.4,False
ka.geojson:18732,Mudenagudi,KA,15.74296,75.68687,559.4,25.36,3.71,320.5,False
ka.geojson:18733,Dyamhunashi,KA,15.76182,75.85816,569.3,25.29,3.7,318.8,False
ka.geojson:18734,Dindur,KA,15.75945,75.91328,601.0,25.24,3.66,318.6,False
ka.geojson:18735,Mugali,KA,15.74114,75.78143,569.3,25.29,3.7,319.1,False
ka.geojson:18736,Nargund Tmc,KA,15.72979,75.39288,605.7,25.01,3.57,326.5,False
ka.geojson:18737,Kanakikop,KA,15.71692,75.28889,602.7,24.79,3.34,335.0,False
ka.geojson:18738,Itagi,KA,15.73509,75.82036,574.4,25.26,3.7,318.9,False
ka.geojson:18739,Gangapur,KA,15.74559,75.51122,561.2,25.3,3.6,323.2,False
ka.geojson:18740,Jagapur,KA,15.70604,75.33371,598.8,24.82,3.34,329.8,False
ka.geojson:18741,Gajendragarh Tmc,KA,15.72577,75.9641,634.9,25.02,3.64,318.7,False
ka.geojson:18742,Hadagali S Yavagal,KA,15.72568,75.53805,561.3,25.3,3.6,324.1,False
ka.geojson:18743,Gurlakatti,KA,15.71658,75.30235,603.7,24.79,3.34,333.2,False
ka.geojson:18744,Sudi,KA,15.71841,75.85197,584.6,25.19,3.69,318.9,False
ka.geojson:18745,Koujageri,KA,15.70391,75.57616,577.0,25.2,3.59,322.4,False
ka.geojson:18746,Nagarasikop,KA,15.74088,76.02621,664.4,24.83,3.63,318.5,False
ka.geojson:18747,Surkod,KA,15.70984,75.45495,566.4,25.26,3.59,326.5,False
ka.geojson:18748,Nargund Rural,KA,15.71113,75.41164,580.7,25.17,3.59,326.9,False
ka.geojson:18749,Ron Tmc,KA,15.68911,75.73439,586.4,25.18,3.69,319.4,False
ka.geojson:18750,Goudageri,KA,15.73117,75.98613,645.4,24.95,3.64,318.6,False
ka.geojson:18751,Arban,KA,15.70552,75.38879,585.4,25.14,3.58,327.9,False
ka.geojson:18752,Puratageri,KA,15.73535,75.95337,626.6,25.07,3.65,318.7,False
ka.geojson:18753,Gogeri,KA,15.72615,76.00651,646.1,24.94,3.64,318.6,False
ka.geojson:18754,Kallkeri,KA,15.69201,75.3673,580.6,24.94,3.35,329.6,False
ka.geojson:18755,Matarangi,KA,15.7269,76.02596,665.1,24.82,3.63,318.6,False
ka.geojson:18756,Shiddapur,KA,15.69749,75.30705,591.2,24.87,3.35,331.7,False
ka.geojson:18757,Bhasalapur,KA,15.70184,75.69528,576.2,25.25,3.7,319.7,False
ka.geojson:18758,Arahunashi,KA,15.7022,75.64556,571.2,25.28,3.7,320.4,False
ka.geojson:18759,Yavagal,KA,15.69138,75.52158,570.7,25.24,3.59,324.3,False
ka.geojson:18760,Hiremannur,KA,15.70378,75.66655,569.9,25.29,3.7,320.1,False
ka.geojson:18761,Kodaganur,KA,15.70926,75.93864,601.1,25.24,3.66,318.8,False
ka.geojson:18762,Chilzeri,KA,15.70876,75.9524,611.1,25.17,3.66,318.8,False
ka.geojson:18763,Hunashikatti,KA,15.68182,75.353,580.0,24.94,3.35,331.3,False
ka.geojson:18764,Jigalur,KA,15.68172,75.78115,580.3,25.22,3.7,319.5,False
ka.geojson:18765,Muganur,KA,15.68119,75.40168,567.9,25.25,3.59,330.6,False
ka.geojson:18766,Kurlageri,KA,15.68807,75.44222,561.9,25.29,3.6,328.4,False
ka.geojson:18767,Banahatti,KA,15.68062,75.42021,565.9,25.27,3.59,329.7,False
ka.geojson:18768,Hosalli,KA,15.69002,75.81066,581.7,25.21,3.7,319.4,False
ka.geojson:18769,Mallapur,KA,15.67002,75.62157,588.5,25.12,3.58,320.5,False
ka.geojson:18770,Kalakapur,KA,15.69096,75.8466,593.4,25.14,3.69,319.3,False
ka.geojson:18771,Chikkamannur,KA,15.67802,75.67635,576.4,25.25,3.7,319.8,False
ka.geojson:18772,Sandigawad,KA,15.66531,75.65301,574.3,25.26,3.7,320.1,False
ka.geojson:18773,Veerapur,KA,15.68932,75.94713,608.4,25.19,3.66,318.8,False
ka.geojson:18774,Belavaniki,KA,15.65409,75.5782,580.4,25.17,3.58,321.1,False
ka.geojson:18775,Nidagundi,KA,15.65487,75.8395,605.2,25.06,3.68,319.4,False
ka.geojson:18776,Rampur,KA,15.67933,75.97263,622.0,25.1,3.65,318.8,False
ka.geojson:18777,Sawadi,KA,15.63749,75.68314,586.0,25.18,3.69,320.9,False
ka.geojson:18778,Hirekop,KA,15.67228,75.99537,627.0,25.07,3.65,318.7,False
ka.geojson:18779,Maranabasari,KA,15.64731,75.8148,599.5,25.1,3.68,319.6,False
ka.geojson:18780,Jakkali,KA,15.63845,75.77541,606.1,25.05,3.68,319.9,False
ka.geojson:18781,Kadadi,KA,15.62007,75.62561,591.0,24.71,3.59,321.8,False
ka.geojson:18782,Hadagali S Dambal,KA,15.59634,75.66347,590.3,24.71,3.59,321.5,False
ka.geojson:18783,Abbigeri,KA,15.58777,75.73144,617.0,24.54,3.58,320.6,False
ka.geojson:18784,Balaganur,KA,15.60283,75.59083,597.1,24.33,3.46,322.8,False
ka.geojson:18785,Halkeri,KA,15.61781,75.87456,623.1,24.5,3.57,319.3,False
ka.geojson:18786,Lingdahal,KA,15.60217,75.54926,588.5,24.39,3.47,323.0,False
ka.geojson:18787,Budihal,KA,15.60915,75.81118,613.4,24.56,3.58,319.7,False
ka.geojson:18788,Naregal Tmc,KA,15.57609,75.8121,635.3,24.42,3.57,320.1,False
ka.geojson:18789,Kuradigi,KA,15.55847,75.68356,607.0,24.6,3.58,321.4,False
ka.geojson:18790,Hombal,KA,15.52645,75.57259,612.6,24.23,3.45,324.0,False
ka.geojson:18791,Gujamagadi,KA,15.56295,75.66703,598.4,24.66,3.59,321.6,False
ka.geojson:18792,Gawarawad,KA,15.57025,75.63199,598.3,24.66,3.59,322.3,False
ka.geojson:18793,Yarebeleri,KA,15.55398,75.70985,613.6,24.56,3.58,321.2,False
ka.geojson:18794,Huilgol,KA,15.52823,75.64041,610.4,24.58,3.58,322.7,False
ka.geojson:18795,Kotumachagi,KA,15.52014,75.77188,635.4,24.42,3.57,321.7,False
ka.geojson:18796,Venkatapur H S,KA,15.52369,75.50589,603.1,24.3,3.46,326.6,False
ka.geojson:18797,Kiritageri,KA,15.52629,75.66736,611.2,24.58,3.58,322.5,False
ka.geojson:18798,Madaganur,KA,15.51535,75.48704,600.1,24.32,3.46,327.6,False
ka.geojson:18799,Nagarhal,KA,15.52874,75.72719,614.4,24.56,3.58,321.9,False
ka.geojson:18800,Niralagi,KA,15.51732,75.71717,618.3,24.53,3.57,322.5,False
ka.geojson:18801,Belhod,KA,15.50216,75.5167,611.9,24.24,3.45,326.3,False
ka.geojson:18802,Gadag Rural,KA,15.46973,75.59972,635.9,24.08,3.44,326.9,False
ka.geojson:18803,Benakanakop,KA,15.49869,75.70013,626.2,24.48,3.57,323.4,False
ka.geojson:18804,Hirekop,KA,15.49087,75.65555,625.6,24.48,3.57,324.5,False
ka.geojson:18805,Kanaginahal,KA,15.47514,75.72942,636.8,24.41,3.56,324.4,False
ka.geojson:18806,Chikkahandigol,KA,15.46263,75.51779,625.1,24.15,3.45,328.8,False
ka.geojson:18807,Hirehandigol,KA,15.46465,75.54655,638.8,24.06,3.44,328.3,False
ka.geojson:18808,Nagasamudra,KA,15.47584,75.67804,635.4,24.42,3.56,324.6,False
ka.geojson:18809,Betigeri Rural,KA,15.46517,75.63913,642.5,24.37,3.56,325.9,False
ka.geojson:18810,Shagoti,KA,15.45182,75.50402,622.2,24.17,3.45,330.6,False
ka.geojson:18811,Gadag Betigeri Cmc,KA,15.43851,75.63937,659.5,24.26,3.55,328.9,False
ka.geojson:18812,Narasapur,KA,15.45812,75.67932,642.6,24.37,3.56,326.3,False
ka.geojson:18813,Binkadakatti,KA,15.43971,75.58637,663.5,23.9,3.43,329.4,False
ka.geojson:18814,Asundi,KA,15.41236,75.58118,678.0,23.81,3.42,333.6,False
ka.geojson:18815,Dundur,KA,15.42971,75.50642,636.8,24.08,3.44,333.6,False
ka.geojson:18816,Hatalageri,KA,15.42187,75.68114,659.9,24.26,3.55,330.3,False
ka.geojson:18817,Hulkoti,KA,15.41552,75.5511,657.5,23.94,3.43,334.1,False
ka.geojson:18818,Timmapur,KA,15.43635,75.83547,612.8,24.57,3.58,320.4,False
ka.geojson:18819,Lakkundi,KA,15.39849,75.71667,651.4,24.32,3.55,322.4,False
ka.geojson:18820,Kurtakoti,KA,15.37008,75.52366,658.0,23.45,3.24,345.0,False
ka.geojson:18821,Halliguli,KA,15.38891,75.82497,611.0,24.58,3.58,321.9,False
ka.geojson:18822,Advisomapur,KA,15.38064,75.65729,711.5,23.92,3.52,327.3,False
ka.geojson:18823,Shirur,KA,15.37851,75.77587,615.0,24.55,3.57,323.2,False
ka.geojson:18824,Antur,KA,15.37653,75.46798,640.5,24.05,3.44,346.3,False
ka.geojson:18825,Kalasapur,KA,15.37454,75.63063,711.6,23.51,3.33,343.5,False
ka.geojson:18826,Malasamudra,KA,15.38206,75.57972,692.3,23.72,3.41,361.0,False
ka.geojson:18827,Sambhapur,KA,15.38147,75.68677,687.6,24.08,3.53,323.5,False
ka.geojson:18828,Hallikeri,KA,15.37687,75.86858,588.7,24.72,3.59,321.1,False
ka.geojson:18829,Jantli,KA,15.36195,75.79354,600.7,24.23,3.39,322.4,False
ka.geojson:18830,Papanashi,KA,15.36249,75.67172,719.7,23.46,3.33,325.3,False
ka.geojson:18831,Bentur,KA,15.34679,75.47002,651.6,23.5,3.24,358.7,False
ka.geojson:18832,Nagavi,KA,15.35541,75.61607,728.7,22.99,3.2,326.1,False
ka.geojson:18833,Venkatapur,KA,15.34965,75.85151,582.9,24.35,3.4,320.4,False
ka.geojson:18834,Harti,KA,15.33694,75.56753,706.8,23.14,3.21,328.7,False
ka.geojson:18835,Alur,KA,15.3325,75.81314,588.0,24.31,3.4,342.1,False
ka.geojson:18836,Kadampur,KA,15.34465,75.70527,668.2,23.79,3.36,325.5,False
ka.geojson:18837,Churchinal,KA,15.34355,75.73843,633.3,24.02,3.38,323.9,False
ka.geojson:18838,Nilagund,KA,15.32671,75.47581,648.2,23.52,3.24,332.4,False
ka.geojson:18839,Beladhadi,KA,15.34305,75.6315,748.8,23.27,3.31,328.4,False
ka.geojson:18840,Shingatarayanakeri,KA,15.33562,75.67693,727.6,23.4,3.33,326.8,False
ka.geojson:18841,Dambal,KA,15.2981,75.76816,608.6,24.18,3.39,320.7,True
ka.geojson:18842,Mulgund Tmc,KA,15.27568,75.52456,682.3,23.3,3.22,337.4,True
ka.geojson:18843,Nabhapur,KA,15.31729,75.62658,737.9,23.34,3.32,329.5,False
ka.geojson:18844,Doni,KA,15.29558,75.69227,687.4,23.67,3.35,321.9,True
ka.geojson:18845,Eklasapur,KA,15.31821,75.86114,568.4,24.44,3.41,323.6,False
ka.geojson:18846,Kanvi,KA,15.3148,75.57845,727.8,23.0,3.2,333.1,False
ka.geojson:18847,Hosur,KA,15.29893,75.584,737.9,22.93,3.19,332.3,True
ka.geojson:18848,Shirunj,KA,15.29465,75.60345,746.7,22.88,3.19,330.4,True
ka.geojson:18849,Madhalli,KA,15.27594,75.42345,634.6,23.61,3.25,345.4,True
ka.geojson:18850,Chinchalli,KA,15.29049,75.47041,653.8,23.48,3.24,340.3,True
ka.geojson:18851,Dindur,KA,15.29802,75.66112,689.3,23.65,3.34,327.5,True
ka.geojson:18852,Kabulayata Katti,KA,15.29246,75.64198,733.5,23.37,3.32,328.4,True
ka.geojson:18853,Meundi,KA,15.2603,75.82415,566.8,24.45,3.41,321.8,True
ka.geojson:18854,Kallur,KA,15.27816,75.46028,645.0,23.54,3.24,346.1,True
ka.geojson:18855,Shirol,KA,15.28346,75.58687,726.3,23.01,3.2,332.2,True
ka.geojson:18856,Haitapur,KA,15.28268,75.86896,566.2,24.45,3.41,320.8,True
ka.geojson:18857,Attikatti,KA,15.27325,75.64981,717.7,23.47,3.33,338.3,True
ka.geojson:18858,Yelishipur,KA,15.27012,75.60133,715.8,23.08,3.2,333.6,True
ka.geojson:18859,Venkatapur Inam,KA,15.27189,75.62267,726.1,23.01,3.2,323.6,True
ka.geojson:18860,Yalavatti,KA,15.24276,75.47209,650.3,23.5,3.24,344.6,True
ka.geojson:18861,Yattinahalli,KA,15.24244,75.43401,639.6,23.57,3.24,349.7,True
ka.geojson:18862,Sortur,KA,15.24575,75.62625,695.4,23.61,3.34,320.2,True
ka.geojson:18863,Bardur,KA,15.23786,75.87061,551.2,24.55,3.42,321.7,True
ka.geojson:18864,Shirhatti Rural,KA,15.22886,75.56715,671.7,23.37,3.23,329.1,True
ka.geojson:18865,Khanapur,KA,15.24025,75.55021,684.8,23.28,3.22,426.8,True
ka.geojson:18866,Hirewaddatti,KA,15.2266,75.76654,646.5,23.93,3.37,324.6,True
ka.geojson:18867,Holalapur,KA,15.22796,75.51998,659.7,23.44,3.23,413.6,True
ka.geojson:18868,Kadkol,KA,15.19774,75.6784,652.9,23.89,3.36,328.2,True
ka.geojson:18869,Shirhatti Mp,KA,15.23296,75.56594,680.0,23.31,3.22,338.8,True
ka.geojson:18870,Magadi,KA,15.21476,75.49302,649.3,23.51,3.24,330.7,True
ka.geojson:18871,Jalligeri,KA,15.21948,75.6462,655.5,23.87,3.36,330.3,True
ka.geojson:18872,Tambragundi,KA,15.22275,75.83831,556.4,24.52,3.41,322.3,True
ka.geojson:18873,Hanaganakatti,KA,15.22106,75.61184,656.9,23.46,3.23,2765.8,True
ka.geojson:18874,Varvi,KA,15.20521,75.60486,635.8,23.6,3.24,332.2,True
ka.geojson:18875,Parasapur,KA,15.20315,75.5443,645.0,23.54,3.24,324.9,True
ka.geojson:18876,Mundargi Tmc,KA,15.19969,75.87775,533.5,25.03,3.7,322.0,True
ka.geojson:18877,Gojanur,KA,15.18847,75.48292,643.2,23.55,3.24,319.2,True
ka.geojson:18878,Chikkawaddatti,KA,15.1829,75.73452,639.3,23.98,3.37,325.5,True
ka.geojson:18879,Akkigund,KA,15.18215,75.51899,626.9,23.66,3.25,334.5,True
ka.geojson:18880,Chebbi,KA,15.16428,75.58878,630.6,23.63,3.25,335.2,True
ka.geojson:18881,Shettigeri,KA,15.1734,75.5459,618.1,23.71,3.25,333.8,True
ka.geojson:18882,Harogeri,KA,15.18095,75.79604,618.9,24.11,3.38,324.0,True
ka.geojson:18883,Basapur,KA,15.1901,75.83177,558.2,24.51,3.41,323.1,True
ka.geojson:18884,Majjur,KA,15.1689,75.63348,618.3,24.12,3.38,332.7,True
ka.geojson:18885,Kundralli,KA,15.15723,75.56361,609.9,23.77,3.26,337.1,True
ka.geojson:18886,Kalkeri,KA,15.15423,75.82038,580.5,24.36,3.4,321.8,True
ka.geojson:18887,Kelur,KA,15.15983,75.77055,618.7,24.11,3.38,325.2,True
ka.geojson:18888,Hulgeriban,KA,15.14893,75.49541,634.1,23.61,3.24,339.5,True
ka.geojson:18889,Budihal,KA,15.17435,75.85162,541.1,24.62,3.42,321.9,True
ka.geojson:18890,Ramageri,KA,15.1452,75.43185,681.3,23.3,3.22,349.8,True
ka.geojson:18891,Khusalapur,KA,15.16863,75.67063,588.6,24.31,3.4,329.0,True
ka.geojson:18892,Battur,KA,15.1471,75.52984,608.5,23.78,3.26,340.2,True
ka.geojson:18893,Maktampur,KA,15.17913,75.87559,528.0,25.07,3.71,321.2,True
ka.geojson:18894,Nagarahalli,KA,15.15806,75.89672,508.6,25.19,3.72,320.2,True
ka.geojson:18895,Hesarur,KA,15.15939,75.9309,508.7,25.19,3.72,319.9,True
ka.geojson:18896,Kakkur,KA,15.15718,75.91554,510.0,25.18,3.72,320.0,True
ka.geojson:18897,Mustik0p,KA,15.16155,75.80382,616.0,24.13,3.38,323.5,True
ka.geojson:18898,Guddadbudihal,KA,15.15191,75.72885,597.7,24.25,3.39,327.0,True
ka.geojson:18899,Bennihalli,KA,15.16475,75.87938,521.2,25.11,3.71,320.6,True
ka.geojson:18900,Tegginabhavanur,KA,15.14797,75.68293,587.7,24.31,3.39,328.5,True
ka.geojson:18901,Muradi,KA,15.14003,75.73964,582.5,24.35,3.4,325.9,True
ka.geojson:18902,Machenahalli,KA,15.13019,75.66457,608.6,24.18,3.38,330.7,True
ka.geojson:18903,Nadigatti,KA,15.14195,75.58185,603.4,23.81,3.26,336.5,True
ka.geojson:18904,Tippapur,KA,15.14752,75.84922,536.1,24.65,3.42,320.9,True
ka.geojson:18905,Korlhalli,KA,15.12723,75.86547,538.3,24.63,3.42,320.8,True
ka.geojson:18906,Ranatur,KA,15.12581,75.64153,617.6,24.12,3.38,332.0,True
ka.geojson:18907,Sankadhal,KA,15.13554,75.55034,592.4,23.88,3.26,340.7,True
ka.geojson:18908,Devihal,KA,15.11934,75.61931,608.0,23.37,3.19,333.7,True
ka.geojson:18909,Nave Bhavanur,KA,15.13506,75.68413,586.9,24.32,3.4,329.5,True
ka.geojson:18910,Bhavanur,KA,15.12411,75.69979,566.3,24.0,3.33,327.5,True
ka.geojson:18911,Bagewadi,KA,15.12459,75.78049,574.2,23.95,3.32,322.1,True
ka.geojson:18912,Lakshmeshwar Tmc,KA,15.12066,75.47324,634.5,23.2,3.18,352.0,True
ka.geojson:18913,Futagao Badni,KA,15.12025,75.53789,590.4,23.49,3.2,340.5,True
ka.geojson:18914,Adarahalli,KA,15.12294,75.57515,594.1,23.46,3.2,335.9,True
ka.geojson:18915,Virapapur,KA,15.13851,75.82362,565.3,24.46,3.41,321.3,True
ka.geojson:18916,Hadagali,KA,15.11861,75.70719,567.2,23.99,3.33,325.7,True
ka.geojson:18917,Sogiwal,KA,15.10711,75.58609,593.4,23.47,3.2,336.9,True
ka.geojson:18918,Bidnal,KA,15.1237,75.84108,577.1,23.93,3.32,321.1,True
ka.geojson:18919,Bannikoppa,KA,15.10079,75.71761,569.6,23.98,3.32,323.8,True
ka.geojson:18920,Kondikoppa,KA,15.11504,75.5214,600.8,23.42,3.2,342.8,True
ka.geojson:18921,Suganalli,KA,15.09873,75.67879,599.0,23.78,3.31,325.8,True
ka.geojson:18922,Pethaban,KA,15.10721,75.46157,633.5,23.21,3.18,355.7,True
ka.geojson:18923,Gulganjikoppa,KA,15.09446,75.44028,640.4,23.16,3.18,359.0,True
ka.geojson:18924,Govanal,KA,15.07792,75.43522,633.4,23.21,3.18,356.6,True
ka.geojson:18925,Haradagatti,KA,15.09755,75.52344,601.9,23.41,3.2,342.4,True
ka.geojson:18926,Mallikarjunapur,KA,15.09543,75.75121,543.5,24.15,3.34,322.9,True
ka.geojson:18927,Hire Mallapur,KA,15.09697,75.55532,580.8,23.55,3.21,340.2,True
ka.geojson:18928,Jyalawadgi,KA,15.08945,75.79528,555.6,24.07,3.33,322.7,True
ka.geojson:18929,Bellatti,KA,15.08502,75.64252,592.9,23.82,3.31,327.5,True
ka.geojson:18930,Wadayara Mallapur,KA,15.08038,75.45394,623.4,23.27,3.19,352.8,True
ka.geojson:18931,Chikkasavanur,KA,15.08748,75.61323,579.3,23.56,3.21,331.5,True
ka.geojson:18932,Amarapur,KA,15.08663,75.56607,576.9,23.58,3.21,339.8,True
ka.geojson:18933,Ullatti,KA,15.07,75.48468,607.5,23.38,3.19,351.2,True
ka.geojson:18934,Doddur,KA,15.06372,75.51381,599.7,23.43,3.2,346.7,True
ka.geojson:18935,Gangapur,KA,15.09439,75.86527,560.9,24.03,3.33,321.7,True
ka.geojson:18936,Hullur,KA,15.07565,75.58469,571.3,23.61,3.21,333.1,True
ka.geojson:18937,Undenahalli,KA,15.0714,75.52621,594.7,23.46,3.2,344.9,True
ka.geojson:18938,Nilogal,KA,15.07165,75.60437,565.4,23.65,3.22,329.7,True
ka.geojson:18939,Hammigi,KA,15.06182,75.82686,530.6,24.23,3.34,322.7,True
ka.geojson:18940,Sheernahalli,KA,15.08141,75.87222,547.8,24.12,3.33,321.7,True
ka.geojson:18941,Shigli,KA,15.06174,75.46604,618.8,23.3,3.19,355.3,True
ka.geojson:18942,Narayanapur,KA,15.07309,75.66347,596.6,23.8,3.31,325.8,True
ka.geojson:18943,Suranagi,KA,15.04721,75.57211,577.8,23.57,3.21,330.9,True
ka.geojson:18944,Kerihalli,KA,15.06708,75.75046,559.4,24.04,3.33,324.3,True
ka.geojson:18945,Shyabala,KA,15.06168,75.48895,610.8,23.36,3.19,351.8,True
ka.geojson:18946,Mundawad,KA,15.06495,75.78397,535.9,24.2,3.34,323.8,True
ka.geojson:18947,Tarikoppa,KA,15.06435,75.72651,581.9,23.9,3.32,324.9,True
ka.geojson:18948,Shingatalur,KA,15.06731,75.87428,546.8,24.12,3.33,321.5,True
ka.geojson:18949,Hosur,KA,15.06024,75.68372,599.1,23.78,3.31,325.7,True
ka.geojson:18950,Wadavi,KA,15.04075,75.69142,581.3,23.9,3.32,327.1,True
ka.geojson:18951,Konchigeri,KA,15.04875,75.63061,568.2,23.99,3.32,327.8,True
ka.geojson:18952,Budihal,KA,15.04109,75.60149,562.9,23.67,3.22,329.3,True
ka.geojson:18953,Belaghatti,KA,15.03677,75.72853,569.6,23.98,3.32,325.9,True
ka.geojson:18954,Bidarahalli,KA,15.03217,75.77052,541.3,24.16,3.34,324.2,True
ka.geojson:18955,Algilawad,KA,15.03462,75.67647,567.3,23.99,3.32,327.9,True
ka.geojson:18956,Kokkargundi,KA,15.02816,75.61258,559.1,23.69,3.22,330.2,True
ka.geojson:18957,Gumgol,KA,15.04043,75.81319,513.5,24.34,3.35,322.7,True
ka.geojson:18958,Hebbal,KA,15.01281,75.7233,543.1,24.15,3.34,325.9,True
ka.geojson:18959,Bijjur,KA,15.02472,75.64281,556.6,24.06,3.33,329.8,True
ka.geojson:18960,Govankoppa,KA,15.01989,75.66485,558.0,24.05,3.33,329.2,True
ka.geojson:18961,Nagarmadvu,KA,15.01103,75.63213,560.4,24.04,3.33,331.2,True
ka.geojson:18962,Kanakawad,KA,15.00909,75.70437,545.2,24.13,3.33,326.9,True
ka.geojson:18963,Tangod,KA,15.00086,75.6875,543.7,24.14,3.34,327.7,True
ka.geojson:18964,Balehosur,KA,14.99165,75.59667,544.1,23.79,3.22,334.3,True
ka.geojson:18965,Ankali,KA,15.00714,75.65066,550.9,24.1,3.33,330.2,True
ka.geojson:18966,Vithalapur,KA,15.00858,75.7631,525.8,24.26,3.34,324.8,True
ka.geojson:18967,Yallapur,KA,14.99319,75.55467,558.5,23.7,3.22,337.1,True
ka.geojson:18968,Koganur,KA,15.00102,75.66832,546.0,24.13,3.33,329.1,True
ka.geojson:18969,Taloli,KA,14.99632,75.76434,526.7,24.25,3.34,324.5,True
ka.geojson:18970,Chavadhal,KA,14.9889,75.74318,525.0,24.27,3.35,325.3,True
ka.geojson:18971,Sasarwad,KA,14.97018,75.73925,524.6,24.27,3.34,326.3,True
ka.geojson:18972,Itagi,KA,14.97051,75.71254,534.7,24.2,3.34,326.7,True
ka.geojson:18973,Basapur,KA,14.97469,75.7506,516.8,24.32,3.35,325.8,True
ka.geojson:18974,Kalhaganur,KA,14.9796,75.76358,519.9,24.3,3.35,325.3,True
ka.geojson:18975,Desaiban,KA,15.14528,75.45662,652.1,23.49,3.23,340.7,True
ka.geojson:18976,Lakshmeshwar Rural,KA,15.13968,75.45577,653.5,23.48,3.23,344.1,True
ka.geojson:18977,Adarakatti,KA,15.10422,75.48898,615.5,23.33,3.19,347.7,True
ka.geojson:18978,Honnapur,KA,15.63361,75.62758,586.6,25.18,3.69,321.1,False
ka.geojson:18979,Chikkop,KA,15.48807,75.62748,630.1,24.45,3.57,325.1,False
ka.geojson:18980,Harlapur,KA,15.44085,75.80263,630.7,24.45,3.57,320.4,False
ka.geojson:18981,Bastiban,KA,15.13969,75.48314,635.6,23.6,3.24,342.1,True
ka.geojson:18982,Kongawad,KA,15.66667,75.47813,567.6,25.26,3.59,325.4,False
ka.geojson:18983,Kabbenur,KA,15.64751,75.05073,632.7,24.17,3.08,398.3,False
ka.geojson:18984,Alagawadi,KA,15.63528,75.30412,591.1,24.87,3.35,340.1,False
ka.geojson:18985,Hanshi,KA,15.63906,75.20934,601.7,24.8,3.34,344.9,False
ka.geojson:18986,Javoor,KA,15.63988,75.24051,594.0,24.85,3.35,343.4,False
ka.geojson:18987,Shirur,KA,15.62239,75.10921,626.4,23.52,3.06,359.5,False
ka.geojson:18988,Tadahal,KA,15.65761,75.45756,568.7,25.25,3.59,326.1,False
ka.geojson:18989,Gumgol,KA,15.61627,75.15211,613.7,23.99,3.24,355.6,False
ka.geojson:18990,Byalal,KA,15.63012,75.18316,605.8,24.77,3.34,349.0,False
ka.geojson:18991,Kallur,KA,15.62171,74.98214,654.5,23.34,3.04,432.3,False
ka.geojson:18992,Amargol,KA,15.63997,75.37644,572.1,25.23,3.59,331.9,False
ka.geojson:18993,Arahatti,KA,15.65081,75.42939,569.8,25.24,3.59,327.8,False
ka.geojson:18994,Hanamanhal,KA,15.62871,75.02113,633.7,24.16,3.08,400.2,False
ka.geojson:18995,Kodahalli,KA,15.65029,75.41009,565.6,25.27,3.59,329.4,False
ka.geojson:18996,Hebbal,KA,15.6293,75.26179,588.0,24.89,3.35,345.5,False
ka.geojson:18997,Thimmapur M Tadakod,KA,15.62454,74.90434,687.9,23.12,3.03,540.9,False
ka.geojson:18998,Tadakod,KA,15.60155,74.90401,677.0,23.19,3.03,513.2,False
ka.geojson:18999,Khanapur M Tadakod,KA,15.60941,74.89011,696.2,23.07,3.02,547.1,False
ka.geojson:19000,Saibankop,KA,15.62803,75.00074,641.0,24.12,3.08,420.6,False
ka.geojson:19001,Harobelwadi,KA,15.60395,75.06439,624.7,23.53,3.06,372.0,False
ka.geojson:19002,Kotabagi,KA,15.60896,74.95852,651.6,23.36,3.05,439.1,False
ka.geojson:19003,Madanabhavi,KA,15.59237,74.86043,713.3,22.41,2.7,579.7,False
ka.geojson:19004,Jeerigvad,KA,15.61308,74.9436,658.9,23.31,3.04,470.0,False
ka.geojson:19005,Datnal,KA,15.62639,75.51816,584.3,25.15,3.58,322.2,False
ka.geojson:19006,Uppinbetgeri,KA,15.61004,75.01488,641.8,23.42,3.05,390.4,False
ka.geojson:19007,Sotakanahal,KA,15.63317,75.40828,571.3,25.23,3.59,327.7,False
ka.geojson:19008,Gobbaragumpi,KA,15.608,75.33019,583.1,24.19,3.25,333.4,False
ka.geojson:19009,Belavatgi,KA,15.60176,75.36135,579.6,24.21,3.26,329.1,False
ka.geojson:19010,Naikanur,KA,15.61928,75.47004,582.1,24.43,3.47,323.6,False
ka.geojson:19011,Shelavadi,KA,15.60536,75.50245,593.2,24.36,3.47,322.8,False
ka.geojson:19012,Bhognur,KA,15.60969,75.44788,581.8,24.43,3.47,324.3,False
ka.geojson:19013,Naganur,KA,15.62214,75.40352,574.5,24.48,3.48,327.1,False
ka.geojson:19014,Lokur,KA,15.59662,74.9789,652.5,23.35,3.05,406.1,False
ka.geojson:19015,Hangerki,KA,15.59098,74.92275,657.8,23.32,3.04,451.9,False
ka.geojson:19016,Hanamankop,KA,15.59684,75.00267,646.9,23.39,3.05,392.7,False
